name,fighter_skill_summary,url,fighter_skill_record,quote,fighter_nickname,fighter_degree,fighter_lives_in,fighter_reach,fighter_weight,fighter_leg_reach,image,fighter_age,fighter_height,fighter_from,fighter_college
Ji Yeon Kim,Striking,http://www.ufc.com/fighter/ji-Yeon-Kim,7-1-2,,Firefist,,Incheon South Korea,"72""",125 lb ( 56 kg ),"37""",//media.ufc.tv/fighter_images/Ji_Yeon_Kim/KIM_JI_YEON.png,28,"5' 7"" ( 170 cm )",Incheon South Korea,
Barb Honchak,"Experience, ground game",http://www.ufc.com/fighter/barb-Honchak,10-4-0,,The Little Warrior,,"Everett, Washington United States",,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Barb_Honchak/HONCHAK_BARB.png,38,"5' 4"" ( 162 cm )","Edwardsville, Illinois United States",
Melinda Fábián,Well-rounded,http://www.ufc.com/fighter/melinda-Fabian,4-3-2,,,,Budapest Hungary,"63""",125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Melinda_Fabian/FABIAN_MELINDA.png,30,"5' 6"" ( 167 cm )",Tatabanya Hungary,
Jessica Eye,Consistency,http://www.ufc.com/fighter/jessica-Eye,"12-6-0, 1NC",,Evil,,"Cleveland, Ohio United States","66""",125 lb ( 56 kg ),"38""",//media.ufc.tv/fighter_images/Jessica_Eye/EYE_JESSICA.png,31,"5' 6"" ( 167 cm )","Barberton, Ohio United States",
Amanda Ribas,,http://www.ufc.com/fighter/amanda-Ribas,6-1-0,,,,,,115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Shadow/UFCWomen_Headshot.png,24,"5' 4"" ( 162 cm )",,
Polyana Viana,Jiu-jitsu,http://www.ufc.com/fighter/polyana-Viana,10-1-0,,Dama de Ferro,,"São Geraldo do Araguaia, Para Brazil","67""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Maia_Stevenson/VIANA_POLYANA.png,25,"5' 5"" ( 165 cm )","São Geraldo do Araguaia, Para Brazil",
Emily Whitmire,Blending MMA,http://www.ufc.com/fighter/emily-Whitmire,2-2-0,,Spitfire,,"Las Vegas, Nevada United States",,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Emily_Whitmire/WHITMIRE_EMILY.png,26,"5' 5"" ( 165 cm )","Portland, Oregon United States",
Ashlee Evans-Smith,"Grappling, ground-and-pound, endurance, strength",http://www.ufc.com/fighter/ashlee-evans-smith,6-3-0,,Rebel Girl,Mass Communications/Media Studies,"Santa Ana, California United States","67""",125 lb ( 56 kg ),"39""",//media.ufc.tv/fighter_images/Ashlee_Evans-Smith/1EVANS-SMITH_ASHLEE.png,30,"5' 8"" ( 172 cm )","Ukiah, California United States",Menlo College
Sijara Eubanks,"Jiu-jitsu, striking, cardio",http://www.ufc.com/fighter/sijara-Eubanks,3-2-0,,SarJ,,"Toms River, New Jersey United States",,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Sijara_Eubanks/EUBANKS_SIJARA.png,32,"5' 4"" ( 162 cm )","Springfield, Massachusetts United States",
Paige VanZant,Very well-rounded,http://www.ufc.com/fighter/paige-vanzant,7-4-0,,12 Gauge,,"Portland, Oregon United States","65""",125 lb ( 56 kg ),"37""",//media.ufc.tv/fighter_images/Paige_VanZant/VANZANT_PAIGE.png,24,"5' 4"" ( 162 cm )","Newberg, Oregon United States",
Valentina Shevchenko,Muay Thai,http://www.ufc.com/fighter/valentina-Shevchenko,15-3-0,,Bullet,,Lima Peru,"67""",125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Valentina_Shevchenko/SHEVCHENKO_VALENTINA.png,30,"5' 5"" ( 165 cm )",Bishkek Kyrgyzstan,
Shana Dobson,Striking and movement,http://www.ufc.com/fighter/shana-Dobson,3-3-0,,Danger,,"Fort Worth, Texas United States","69""",125 lb ( 56 kg ),"38""",//media.ufc.tv/fighter_images/Shana_Dobson/DOBSON_SHANA.png,29,"5' 6"" ( 167 cm )","Miami, Florida United States",
Tiffany Masters,I've got that wrestling strength,http://www.ufc.com/fighter/tiffany-Masters,2-1-0,,Rainbow Renegade,,"Fond du Lac, Wisconsin United States","65""",115 lb ( 52 kg ),,,23,"5' 3"" ( 160 cm )","Fond du Lac, Wisconsin United States",
Montana De La Rosa,"Wrestling, BJJ",http://www.ufc.com/fighter/montana-De-La-Rosa,8-4-0,,,,"Fort Worth, Texas United States","70""",125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Montana_DeLaRosa/DE_LA_ROSA_MONTANA.png,23,"5' 7"" ( 170 cm )","Helena, Montana United States",
Mara Romero Borella,Takedowns and ground game,http://www.ufc.com/fighter/mara-Romero-Borella,"12-5-0, 1NC",,Kunoichici,,"Coconut Creek, Florida United States","69""",125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Mara_Romero_Borella/BORELLA_MARA_ROMERO.png,31,"5' 6"" ( 167 cm )",Ponte dell'Olio Italy,
Bec Rawlings,Aggressiveness,http://www.ufc.com/fighter/bec-Rawlings,7-8-0,,Rowdy,,Brisbane Australia,"64""",125 lb ( 56 kg ),"38""",//media.ufc.tv/fighter_images/Bec_Rawlings/1RAWLINGS_BEC.png,29,"5' 6"" ( 167 cm )",Tasmania Australia,
Alexis Davis,Jiu-Jitsu,http://www.ufc.com/fighter/alexis-Davis,19-7-0,,,,"San Jose, California United States","68""",125 lb ( 56 kg ),"37""",//media.ufc.tv/fighter_images/Alexis_Davis/DAVIS_ALEXIS2.png,33,"5' 6"" ( 167 cm )","Niagara Falls, Ontario Canada",
Jessica-Rose Clark,Speed and footwork,http://www.ufc.com/fighter/jessica-Rose-Clark,"8-4-0, 1NC",,,,Innisfail Australia,"64""",125 lb ( 56 kg ),"39""",//media.ufc.tv/fighter_images/JessicaRose_Clark/CLARK_JESSICA-ROSE.png,30,"5' 5"" ( 165 cm )",Cairns Australia,
Katlyn Chookagian,"Boxing, BJJ",http://www.ufc.com/fighter/katlyn-chookagian,10-1-0,,Blonde Fighter,,"Kenilworth, New Jersey United States","68""",125 lb ( 56 kg ),"42""",//media.ufc.tv/fighter_images/Katlyn_Chookagian/CHOOKAGIAN_KATLYN.png,29,"5' 9"" ( 175 cm )","Quakertown, Pennsylvania United States",
Priscila Cachoeira,"Endurance, physical strength, pressure",http://www.ufc.com/fighter/priscila-Cachoeira,8-1-0,,Zombie Girl,,"Niteroi, Rio de Janeiro Brazil","65""",125 lb ( 56 kg ),"37""",//media.ufc.tv/fighter_images/Priscila_Cachoeira/CACHOEIRA_PRISCILA.png,30,"5' 7"" ( 170 cm )",Rio de Janeiro Brazil,
Michael Cora,MMA,http://www.ufc.com/fighter/michael-Cora,4-2-0,,,,"Tampa, Florida United States","77""",170 lb ( 77 kg ),"41""",,28,"5' 11"" ( 180 cm )","Brooklyn, New York United States",
Liz Carmouche,"Strength, takedowns, ground and pound",http://www.ufc.com/fighter/liz-Carmouche,10-6-0,,Girlrilla,,"San Diego, California United States","66""",125 lb ( 56 kg ),"37""",//media.ufc.tv/fighter_images/Liz_Carmouche/CARMOUCHE_LIZ.png,34,"5' 6"" ( 167 cm )","Lafayette, Louisiana United States",
Carlos Condit,"Striking, submissions, endurance",http://www.ufc.com/fighter/carlos-Condit,30-12-0,,The Natural Born Killer,,"Albuquerque, New Mexico United States","75""",170 lb ( 77 kg ),"44""",//media.ufc.tv/fighter_images/Carlos_Condit/CONDIT_CARLOS.png,33,"6' 2"" ( 187 cm )","Albuquerque, New Mexico United States",
Luan Chagas,Stength and BJJ,http://www.ufc.com/fighter/luan-chagas,15-2-1,,Tarzan,,Curitiba Brazil,"75""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Luan_Chagas/1CHAGAS_LUAN.png,24,"6' 0"" ( 182 cm )","Navirai, MS Brazil",
Donald Cerrone,"Striking, submissions, Muay Thai",http://www.ufc.com/fighter/donald-Cerrone,"33-10-0, 1NC",,Cowboy,,"Albuquerque, New Mexico United States","73""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Donald_Cerrone/CERRONE_DONALD.png,35,"6' 1"" ( 185 cm )","Denver, Colorado United States",
Matt Brown,"Striking, conditioning, tenacity",http://www.ufc.com/fighter/matt-Brown,23-16-0,,The Immortal,,"Denver, Colorado USA","75""",170 lb ( 77 kg ),"43""",//media.ufc.tv/fighter_images/Matt_Brown/BROWN_MATT.png,37,"6' 0"" ( 182 cm )","Xenia, Ohio USA",
Tom Breese,Boxing/BJJ,http://www.ufc.com/fighter/tom-breese,10-1-0,,,,Birmingham England,"73""",170 lb ( 77 kg ),"44""",//media.ufc.tv/fighter_images/Tom_Breese/BREESE_TOM.png,26,"6' 3"" ( 190 cm )",Birmingham England,
Brian Camozzi,"Durable, technically skilled fighter with experience and training in all areas of the sport.",http://www.ufc.com/fighter/brian-camozzi,7-5-0,,Mantis,,"Englewood, California United States","78""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Brian_Camozzi/CAMOZZI_BRIAN.png,26,"6' 2"" ( 187 cm )","Alameda, California  United States",
Joshua Burkman,Well-rounded,http://www.ufc.com/fighter/josh-Burkman,"29-17-0, 1NC",,The People's Warrior,,"Draper, Utah United States","72""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Josh_Burkman/BURKMAN_JOSHUA.png,38,"5' 10"" ( 177 cm )","Salt Lake City, Utah United States",
Randy Brown,Well-rounded,http://www.ufc.com/fighter/randy-Brown,10-2-0,,Rudeboy,,"Queens, New York United States","78""",170 lb ( 77 kg ),"45""",//media.ufc.tv/fighter_images/Randy_Brown/BROWN_RANDY.png,27,"6' 3"" ( 190 cm )",Spanish Town Jamaica,
Bryan Barberena,"Heart, toughness, and the beard",http://www.ufc.com/fighter/bryan-Barberena,13-5-0,,Bam Bam,,"Glendale, Arizona United States","72""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Bryan_Barberena/BARBERENA_BRYAN.png,28,"6' 0"" ( 182 cm )","Montclair, California Untied States",
Sultan Aliev,"Wrestling, sambo throws",http://www.ufc.com/fighter/sultan-aliev,14-2-0,,,,"Coconut Creek, Florida USA","74""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Sultan_Aliev/ALIEV_SULTAN.png,33,"6' 0"" ( 182 cm )",Dagestan Russia,
Jessin Ayari,"Alertness, Flexibility, Versatility",http://www.ufc.com/fighter/jessin-Ayari,16-4-0,,,,Nuremberg Germany,"73""",170 lb ( 77 kg ),"43""",//media.ufc.tv/fighter_images/Jessin_Ayari/AYARI_JESSIN.png,25,"6' 0"" ( 182 cm )",Nuremberg Germany,
Warlley Alves,Striking,http://www.ufc.com/fighter/warlley-alves,12-2-0,,,,Rio de Janeiro Brazil,"72""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Warlley_Alves/ALVES_WARLLEY.png,27,"5' 11"" ( 180 cm )","Governador Valadares, Minas Gerais Brazil",
Siyar Bahadurzada,"Willpower, determination, one-punch knockout power",http://www.ufc.com/fighter/siyar-Bahadurzada,23-6-1,,The Great,International Business and Languages,Amsterdam The Netherlands,"73""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Siyar_Bahadurzada/1BAHADURZADA_SIYAR.png,34,"5' 11"" ( 180 cm )",Kabul Afghanistan,Arnhem University
Thiago Alves,"Striking, jiu-jitsu and Muay Thai",http://www.ufc.com/fighter/thiago-Alves,27-12-0,You're fighting the Pit Bull. It's all over. No after party for you.,Pitbull,,"Coconut Creek, Florida United States","70""",170 lb ( 77 kg ),"37""",//media.ufc.tv/fighter_images/Thiago_Alves/ALVES_THIAGO.png,34,"5' 9"" ( 175 cm )",Fortaleza Brazil,
Shinsho Anzai,"Striking, punching power, wrestling",http://www.ufc.com/fighter/shinsho-anzai,10-2-0,,Animal,,Tokyo Japan,"70""",170 lb ( 77 kg ),,//media.ufc.tv/fighter_images//Shinsho_Anzai/1ANZAI_SHINSHO.png,32,"5' 7"" ( 170 cm )",Saitama Japan,
Jamie Moyle,Well rounded,http://www.ufc.com/fighter/jamie-moyle,4-2-0,,,,"Las Vegas, Nevada United States","65""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Jamie_Moyle/MOYLE_JAMIE_212.png,,"5' 1"" ( 154 cm )","Riverside, California  United States",
Marion Reneau,Ground fighting,http://www.ufc.com/fighter/marion-reneau,9-3-1,,The Belizean Bruiser,BA in Sports Medicine,"Visalia, California United States","68""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Marion_Reneau/RENEAU_MARION-02-26-18.png,40,"5' 6"" ( 167 cm )","Tulare, California United States",University of California Long Beach
Yoshihiro Akiyama,"Judo, submissions, knockout power",http://www.ufc.com/fighter/yoshihiro-Akiyama,"14-6-0, 2NC",,Sexyama,,,"73""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Yoshiro_Akiyama/AKIYAMA_YOSHIHIRO.png,42,"5' 10"" ( 177 cm )",Osaka Japan,
Abdul Razak Alhassan,"Judo, muay thai",http://www.ufc.com/fighter/abdul-Razak-Alhassan,9-1-0,,,,"Fort Worth, Texas United States","73""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Abdul_Razak_Alhassan/ALHASSAN_ABDUL.png,32,"5' 10"" ( 177 cm )",Accra Ghana,
Lucie Pudilova,"Cardio, conditioning and iron will",http://www.ufc.com/fighter/lucie-Pudilova,8-2-0,,,,Pribram Czech Republic,"67""",135 lb ( 61 kg ),"42""",//media.ufc.tv/fighter_images/Lucie_Pudilova/PUDILOVA_LUCIE.png,23,"5' 8"" ( 172 cm )",Pribram Czech Republic,
Raquel Pennington,Well-rounded,http://www.ufc.com/fighter/raquel-Pennington,9-6-0,,Rocky,,"Colorado Spring, Colorado United States","67""",135 lb ( 61 kg ),"37""",//media.ufc.tv/fighter_images/Raquel_Pennington/205-PENNINGTON_RAQUEL.png,29,"5' 7"" ( 170 cm )","Colorado Springs, Colorado United States",
Daichi Abe,Standup,http://www.ufc.com/fighter/daichi-Abe,6-1-0,,,,Tokyo Japan,"71""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Abe_Daichi/ABE_DAICHI.png,26,"5' 11"" ( 180 cm )",Niigata Prefecture Japan,
Amanda Nunes,Power and aggressiveness,http://www.ufc.com/fighter/amanda-Nunes,15-4-0,,The Lioness,,"Miami, Florida United States","69""",135 lb ( 61 kg ),"41""",//media.ufc.tv/fighter_images/Amanda_Nunes/NUNES_AMANDA_BELT_LS.png,29,"5' 8"" ( 172 cm )","Salvador, Bahia Brazil",
Larissa Pacheco,"Right straight, strong guard in jiu-jitsu",http://www.ufc.com/fighter/larissa-pacheco,10-2-0,,,,"Marituba, Para Brazil","69""",135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Larissa_Pacheco/LarissaPacheco_Headshot.png,23,"5' 7"" ( 170 cm )","Belem, Para Brazil",
Veronica Macedo,"Speed, dynamic, BJJ",http://www.ufc.com/fighter/veronica-Macedo,5-1-1,,,,Poznan Poland,,135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Veronica_Macedo/MACEDO_VERONICA.png,22,"5' 4"" ( 162 cm )",Caracas Venezuela,
Amanda Lemos,My training is very intense,http://www.ufc.com/fighter/amanda-Lemos,6-1-1,,,,Para Brazil,"65""",135 lb ( 61 kg ),"36""",//media.ufc.tv/fighter_images/Amanda_Lemos/LEMOS_AMANDA.png,30,"5' 4"" ( 162 cm )","Belem, Para Brazil",
Julianna Peña,"Jiu-Jitsu, wrestling",http://www.ufc.com/fighter/julianna-Pena,9-3-0,,The Venezuelan Vixen,,"Spokane, Washington USA","69""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Julianna_Pena/PENA_JULIANNA.png,28,"5' 6"" ( 167 cm )","Spokane, Washington USA",
Gina Mazany,I'm strong and punch hard. I’m also good at coming out of bad situations,http://www.ufc.com/fighter/gina-Mazany,5-1-0,,Danger,,"Las Vegas, Nevada United States","68""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Gina_Mazany/MAZANY_GINA.png,29,"5' 6"" ( 167 cm )","Anchorage, Alaska  United States",
Sara McMann,Wrestling,http://www.ufc.com/fighter/sara-McMann,11-5-0,,,Mental Health Counseling,"Sacramento, California United States","66""",135 lb ( 61 kg ),"37""",//media.ufc.tv/fighter_images/Sara_McMann/MCMANN_SARA.png,37,"5' 6"" ( 167 cm )","Takoma Park, Maryland United States",Gardner-Webb University
Sarah Moras,MMA Ground,http://www.ufc.com/fighter/sarah-Moras,5-4-0,,Cheesecake,,"Kelowna, British Columbia Canada","67""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/sarah_moras/MORAS_SARAH.png,29,"5' 7"" ( 170 cm )","Kelowna, British Columbia Canada",
Aspen Ladd,Well-rounded,http://www.ufc.com/fighter/aspen-Ladd,6-0-0,,,,"El Dorado Hills, California United States",,135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Aspen_Ladd/1LADD_ASPEN.png,23,"5' 6"" ( 167 cm )","Folsom, California United States",
Holly Holm,Conditioning and kickboxing,http://www.ufc.com/fighter/holly-holm,11-4-0,,The Preacher's Daughter,,"Albuquerque, New Mexico United States","69""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Holly_Holm/HOLM_HOLLY.png,36,"5' 8"" ( 172 cm )","Albuquerque, New Mexico United States",
Lina Lansberg,Well-rounded,http://www.ufc.com/fighter/lina-lansberg,7-3-0,,Elbow Queen,,Malmo Sweden,"65""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Lina_Lansberg/LANSBERG_LINA.png,36,"5' 7"" ( 170 cm )",Karlstad Sweden,
Cat Zingano,Very aggressive,http://www.ufc.com/fighter/cat-Zingano,9-3-0,,Alpha,,"Denver, Colorado United States","68""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Cat_Zigano/ZINGANO_CAT.png,35,"5' 6"" ( 167 cm )","Winona, Minnesota United States",
Wu Yanan,Well rounded,http://www.ufc.com/fighter/yanan-Wu,9-2-0,,Mulan,,Xi'an China,"66""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Wu_Yanan/WU_YANAN.png,22,"5' 8"" ( 172 cm )","Chaoyang, Liaoning China",
Ketlen Vieira,"Judo, jiu-jitsu",http://www.ufc.com/fighter/ketlen-vieira,10-0-0,,Fenomeno,,"Manaus, Amazonas Brazil",,135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Ketlen_Vieira/VIEIRA_KETLEN.png,26,"5' 8"" ( 172 cm )","Manaus, Amazonas Brazil",
Ronda Rousey,"Takedowns, submissions, explosiveness, Olympic experience",http://www.ufc.com/fighter/ronda-Rousey,12-2-0,,Rowdy,,"Venice, California USA","68""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Ronda_Rousey/ROUSEY_RONDA.png,31,"5' 7"" ( 170 cm )","Riverside, California USA",
Leslie Smith,Aggressive,http://www.ufc.com/fighter/leslie-Smith,10-7-1,,The Peacemaker,AA,"Pleasant Hill, California United States","66""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Leslie_Smith/1SMITH_LESLIE.png,35,"5' 9"" ( 175 cm )","Santa Ana, California United States",Pikes Peak Community College
Janay Harding,,http://www.ufc.com/fighter/janay-Harding,3-2-0,,,,Phuket Thailand,,135 lb ( 61 kg ),,,,,,
Germaine de Randamie,Striking,http://www.ufc.com/fighter/germaine-DeRandamie,7-3-0,,The Iron Lady,,Utrecht The Netherlands,"71""",135 lb ( 61 kg ),"41""",//media.ufc.tv/fighter_images/Germaine_de_Randadamie/DE-RANDAMIE_GERMAINE.png,33,"5' 9"" ( 175 cm )",Utrecht The Netherlands,
Cindy Dandois,"Judo, wrestling, grappling",http://www.ufc.com/fighter/cindy-Dandois,8-3-0,,Battle Cat,,Deurne Belgium,,135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Cindy_Dandois/DANDOIS_CINDY.png,33,"5' 7"" ( 170 cm )",Borgerhout Belgium,
Viviane Pereira,Striking power,http://www.ufc.com/fighter/viviane-Pereira,13-1-0,,Sucuri,,"Fortaleza, Ceara Brazil","63""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Viviane_Pereira/PEREIRA_VIVIANE.png,24,"5' 0"" ( 152 cm )","Taua, Ceara Brazil",
Bethe Correia,"Striking, ground and pound, and jiu-jitsu",http://www.ufc.com/fighter/bethe-Correia,10-3-1,,Pitbull,,"Campina Grande, Paraiba Brazil","64""",135 lb ( 61 kg ),"36""",//media.ufc.tv/fighter_images/Bethe_Correia/CORREIA_BETHE_singapore.png,34,"5' 5"" ( 165 cm )","Campina Grande, Paraiba Brazil",School of Accounting
Talita Bernardo,Brazilian Jiu-jitsu,http://www.ufc.com/fighter/talita-Bernardo,5-2-0,,,,"Barra de Sao Joao, Rio de Janeiro Brazil","68""",135 lb ( 61 kg ),"40""",//media.ufc.tv/fighter_images/Talita_Bernardo/BERNARDO_TALITA.png,31,"5' 4"" ( 162 cm )","Macae, Rio de Janeiro Brazil",
Irene Aldana,"My courage, my passion my technique, my team",http://www.ufc.com/fighter/irene-aldana,7-4-0,,,,"Gudalajara, Jalisco Mexico","68""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Irene_Aldana/ALDANA_IRENE.png,30,"5' 9"" ( 175 cm )","Culiacan, Sinaloa Mexico",
Yana Kunitskaya,Determination,http://www.ufc.com/fighter/yana-Kunitskaya,"10-4-0, 1NC",,,,"Albuquerque, New Mexico United States","68""",145 lb ( 65 kg ),"40""",//media.ufc.tv/fighter_images/Yana_Kunitskaya/KUNITSKAYA_YANA.png,28,"5' 6"" ( 167 cm )",Murmansk Russia,
Tonya Evinger,"Wrestling, boxing",http://www.ufc.com/fighter/tonya-Evinger,"19-6-0, 1NC",,Triple Threat,,"Houston, Texas United States","70""",135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Tonya_Evinger/EVINGER_TONYA.png,36,"5' 7"" ( 170 cm )","Moses Lake, Washington United States",
Cris Cyborg,"Wrestling, Muay Thai, BJJ",http://www.ufc.com/fighter/cris-Cyborg,"20-1-0, 1NC",,,,"Huntington Beach, California United States","68""",145 lb ( 65 kg ),"39""",//media.ufc.tv/fighter_images/Cris_Cyborg/CYBORG_CRIS.png,32,"5' 8"" ( 172 cm )",Curitiba Brazil,
Megan Anderson,,http://www.ufc.com/fighter/megan-anderson,8-2-0,,,,,,145 lb ( 65 kg ),,//media.ufc.tv/fighter_images/Shadow/UFCWomen_Headshot.png,28,"6' 0"" ( 182 cm )",,
Jordan Espinosa,"Speed, athleticism, wrestling",http://www.ufc.com/fighter/jordan-Espinosa,"11-5-0, 1NC",,,,"Albuquerque, New Mexico United States","71""",125 lb ( 56 kg ),,,28,"5' 6"" ( 167 cm )","Meriden, Connecticut United States",
Tim Elliott,"Sets a fast pace, good scrambler, always moving forward",http://www.ufc.com/fighter/tim-Elliott,16-8-1,,,,"Lee's Summit, Missouri United States","66""",125 lb ( 56 kg ),"38""",//media.ufc.tv/fighter_images/Tim_Elliott/ELLIOT_TIM.png,31,"5' 7"" ( 170 cm )","Wichita, Kansas United States",Labette and U of Central Oklahoma
Martin Day,"Kicks, boxing, heart",http://www.ufc.com/fighter/martin-Day,5-2-0,,The Spartan,,"Kailua, Hawaii United States","71""",125 lb ( 56 kg ),,,29,"5' 9"" ( 175 cm )",Nagoya Japan,
Henry Cejudo,"Wrestling, striking, knees and elbows, ground & pound",http://www.ufc.com/fighter/henry-Cejudo,12-2-0,,The Messenger,,"Phoenix, Arizona United States","64""",125 lb ( 56 kg ),"37""",//media.ufc.tv/fighter_images/Henry_Cejudo/CEJUDO_HENRY.png,31,"5' 4"" ( 162 cm )","Los Angeles, California United States",
Ronaldo Candido ,Brazilian Jiu-Jitsu,http://www.ufc.com/fighter/ronaldo-Candido,6-1-0,,Pacman,,"Sao Jose dos Campos, Sao Paulo Brazil",,125 lb ( 56 kg ),,,28,"5' 7"" ( 170 cm )","Sao Jose dos Campos, Sao Paulo Brazil",
Carlos Candelario ,"Well-rounded, power, speed",http://www.ufc.com/fighter/carlos-Candelario,7-0-0,,The Cannon,,"Hartford, Connecticut  United States","67""",125 lb ( 56 kg ),,,26,"5' 8"" ( 172 cm )","New Britain, Connecticut  United States",
JP Buys,"BJJ, wrestling",http://www.ufc.com/fighter/JP-Buys,4-2-0,,,,"Sacramento, California United States","66""",125 lb ( 56 kg ),,,21,"5' 6"" ( 167 cm )","Brakpan, Gauteng South Africa",
Jarred Brooks,Well-rounded,http://www.ufc.com/fighter/jarred-brooks,13-1-0,,The Monkey God,,"Detroit , Michigan United States","62""",125 lb ( 56 kg ),"36""",//media.ufc.tv/fighter_images/Jarred_Brooks/BROOKS_JARRED.png,24,"5' 3"" ( 160 cm )","Warsaw, Indiana United States",
Kelly Velasco,,http://www.ufc.com/fighter/kelly-Velasco,2-2-0,,Killer,,"Oakdale, California United States",,135 lb ( 61 kg ),,,22,"5' 9"" ( 175 cm )","Santa Clara, California United States",
Joseph Benavidez,"Conditioning, speed and training partners",http://www.ufc.com/fighter/joseph-Benavidez,25-4-0,,,,"Las Cruces, New Mexico USA","65""",125 lb ( 56 kg ),"36""",//media.ufc.tv/fighter_images/Joseph_Benavidez/BENAVIDEZ_JOSEPH.png,33,"5' 4"" ( 162 cm )","San Antonio, Texas USA",
